Rk,Name,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
196,Malcom Floyd\FloyMa00,SDG,WR,31,14,14,0,0,0,0,0,0,0,,0,85,56,814,14.54,5,111,170.4,139.4,,36,
197,Michael Floyd\FloyMi00,ARI,WR,23,16,3,0,0,0,0,0,0,0,,0,86,45,562,12.49,2,66,115.2,88.7,,67,
198,Matt Flynn\FlynMa00,SEA,QB,27,3,0,5,9,68,0,0,4,-5,-1.25,0,0,0,0,,0,2,2.2,2.2,,57,
199,Nick Foles\FoleNi00,PHI,QB,23,7,6,161,265,1699,6,5,11,42,3.82,1,0,0,0,,0,86,97.2,91.2,,33,
200,Chase Ford\FordCh00,2TM,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,114,
201,Justin Forsett\ForsJu00,HOU,RB,27,16,0,0,0,0,0,0,63,374,5.94,1,5,3,38,12.67,0,47,53.2,48.7,,63,
202,Matt Forte\FortMa00,CHI,RB,27,15,15,0,0,0,0,0,248,1094,4.41,5,59,44,340,7.73,1,177,228.4,199.4,61,12,26
203,Arian Foster*\FostAr00,HOU,RB,26,16,16,0,0,0,0,0,351,1424,4.06,15,58,40,217,5.43,2,262,310.1,282.1,145,3,3
204,Josh Freeman\FreeJo00,TAM,QB,24,16,16,306,558,4065,27,17,39,139,3.56,0,0,0,0,,0,249,273.5,265.5,,13,
205,Jeff Fuller\FullJe00,MIA,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,219,
206,Blaine Gabbert\GabbBl00,JAX,QB,23,10,10,162,278,1662,9,6,18,56,3.11,0,0,0,0,,0,94,106.1,100.1,,32,
207,Jabar Gaffney\GaffJa00,MIA,WR,32,3,0,0,0,0,0,0,0,0,,0,10,4,68,17.00,0,7,10.8,8.8,,161,
208,Tommy Gallarda\GallTo00,ATL,TE,24,9,0,0,0,0,0,0,0,0,,0,4,1,7,7.00,0,1,1.7,1.2,,95,
209,Terrance Ganaway\GanaTe00,STL,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,174,
210,Pierre Garcon\GarcPi00,WAS,WR,26,10,10,0,0,0,0,0,2,9,4.50,0,68,44,633,14.39,4,88,141.2,116.2,,53,
211,Antonio Gates\GateAn00,SDG,TE,32,15,15,0,0,0,0,0,0,0,,0,80,49,538,10.98,7,96,147.8,120.3,,12,78
212,Clyde Gates\GateCl00,NYJ,WR,26,11,2,0,0,0,0,0,1,12,12.00,0,33,16,224,14.00,0,24,42.6,31.6,,121,
213,Toby Gerhart\GerhTo00,MIN,RB,25,16,0,0,0,0,0,0,50,169,3.38,1,27,20,155,7.75,0,34,62.4,44.4,,76,
214,David Gettis\GettDa00,CAR,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,247,
215,Brandon Gibson\GibsBr00,STL,WR,25,16,13,0,0,0,0,0,0,0,,0,82,51,691,13.55,5,99,153.1,124.6,,44,
216,David Gilreath\GilrDa00,PIT,WR,24,3,0,0,0,0,0,0,1,7,7.00,0,2,0,0,,0,1,0.7,0.7,,199,
217,Mardy Gilyard\GilyMa00,2TM,WR,26,8,0,0,0,0,0,0,0,0,,0,6,2,15,7.50,0,2,3.5,2.5,,190,
218,Ted Ginn\GinnTe00,SFO,WR,27,13,0,0,0,0,0,0,1,7,7.00,0,2,2,1,0.50,0,-1,1.8,-0.2,,263,
219,Chris Givens\GiveCh00,STL,WR,23,15,12,0,0,0,0,0,3,12,4.00,0,80,42,698,16.62,3,91,136.0,112.0,,51,
220,Chris Givens\GiveCh01,NOR,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,210,
221,Brittan Golden\GoldBr00,JAX,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,243,
222,Tony Gonzalez*+\GonzTo00,ATL,TE,36,16,16,0,0,0,0,0,0,0,,0,124,93,930,10.00,8,141,237.0,187.5,45,3,40
223,Richard Goodman\GoodRi00,SDG,,25,7,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,233,
224,Mike Goodson\GoodMi00,OAK,RB,25,12,0,0,0,0,0,0,35,221,6.31,0,16,16,195,12.19,1,48,69.6,55.6,,62,
225,Josh Gordon\GordJo02,CLE,WR,21,16,13,0,0,0,0,0,0,0,,0,96,50,805,16.10,5,109,162.5,133.5,,38,
226,Richard Gordon\GordRi00,OAK,TE,25,13,1,0,0,0,0,0,0,0,,0,7,2,9,4.50,1,7,8.9,7.9,,71,
227,Frank Gore*\GoreFr00,SFO,RB,29,16,16,0,0,0,0,0,258,1214,4.71,8,36,28,234,8.36,1,197,237.8,216.8,80,11,18
228,Bruce Gradkowski\GradBr00,CIN,QB,29,2,0,5,11,65,0,0,4,-2,-0.50,0,0,0,0,,0,2,2.4,2.4,,55,
229,Garrett Graham\GrahGa00,HOU,TE,26,15,9,0,0,0,0,0,0,0,,0,39,28,263,9.39,3,44,75.3,58.3,,35,
230,Jimmy Graham\GrahJi00,NOR,TE,26,15,9,0,0,0,0,0,0,0,,0,135,85,982,11.55,9,152,240.2,194.7,56,1,30
231,T.J. Graham\GrahT.00,BUF,WR,23,15,11,0,0,0,0,0,1,5,5.00,0,58,31,322,10.39,1,39,72.7,54.2,,101,
232,Ryan Grant\GranRy00,2TM,RB,30,5,1,0,0,0,0,0,32,132,4.13,2,2,1,34,34.00,0,27,31.6,27.1,,87,
233,Cyrus Gray\GrayCy00,KAN,RB,23,10,0,0,0,0,0,0,7,44,6.29,0,3,2,18,9.00,0,6,8.2,7.2,,126,
234,Jonas Gray\GrayJo00,MIA,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,180,
235,A.J. Green*\GreeA.00,CIN,WR,24,16,16,0,0,0,0,0,4,38,9.50,0,164,97,1350,13.92,11,203,303.8,251.3,84,4,16
236,Alex Green\GreeAl00,GNB,RB,24,12,4,0,0,0,0,0,135,464,3.44,0,30,18,125,6.94,0,59,82.9,67.9,,56,
237,Jared Green\GreeJa02,CAR,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,248,
238,Ladarius Green\GreeLa00,SDG,TE,22,4,1,0,0,0,0,0,0,0,,0,4,4,56,14.00,0,6,9.6,7.6,,75,
239,Virgil Green\GreeVi00,DEN,WR,24,12,2,0,0,0,0,0,0,0,,0,6,5,63,12.60,0,6,11.3,8.8,,163,
240,BenJarvus Green-Ellis\GreeBe00,CIN,RB,27,15,15,0,0,0,0,0,278,1094,3.94,6,30,22,104,4.73,0,152,181.8,162.8,35,19,48
241,Shonn Greene\GreeSh00,NYJ,RB,27,16,14,0,0,0,0,0,276,1063,3.85,8,30,19,151,7.95,0,167,193.4,176.9,51,15,36
242,Jermaine Gresham*\GresJe00,CIN,TE,24,16,15,0,0,0,0,0,0,0,,0,94,64,737,11.52,5,102,169.7,133.7,6,11,72
243,Robert Griffin*\GrifRo01,WAS,QB,22,15,15,258,393,3200,20,5,120,815,6.79,7,1,0,0,,0,318,330.5,322.5,67,5,23
244,Jonathan Grimes\GrimJo01,3TM,RB,23,11,2,0,0,0,0,0,2,6,3.00,0,2,2,7,3.50,0,1,3.3,2.3,,142,
245,Chris Gronkowski\GronCh00,DEN,RB,26,14,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,1,2.1,1.6,,145,
246,Rob Gronkowski*\GronRo00,NWE,TE,23,11,11,0,0,0,0,0,0,0,,0,79,55,790,14.36,11,143,202.0,170.5,47,2,37
247,Rex Grossman\GrosRe00,WAS,,32,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,66,
248,Derek Hagan\HagaDe00,OAK,WR,28,14,2,0,0,0,0,0,0,0,,0,36,20,259,12.95,0,26,48.9,35.9,,117,
249,Saalim Hakim\HakiSa00,NOR,,22,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,230,
250,Chad Hall\HallCh00,SFO,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,238,
251,Jewel Hampton\HampJe00,SFO,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,175,
252,Caleb Hanie\HaniCa00,DEN,,27,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,80,
253,Leonard Hankerson\HankLe00,WAS,WR,24,16,5,0,0,0,0,0,2,5,2.50,0,57,38,543,14.29,3,73,113.8,91.8,,63,
254,Darius Hanks\HankDa00,WAS,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,244,
255,James Hanna\HannJa00,DAL,TE,23,16,2,0,0,0,0,0,0,0,,0,11,8,86,10.75,0,9,16.6,12.6,,66,
256,Clay Harbor\HarbCl00,PHI,TE,25,14,9,0,0,0,0,0,0,0,,0,39,25,186,7.44,2,29,57.6,41.1,,48,
257,Montario Hardesty\HardMo00,CLE,RB,25,13,1,0,0,0,0,0,65,271,4.17,1,5,2,16,8.00,0,35,39.7,35.7,,74,
258,Cory Harkey\HarkCo00,STL,TE,22,5,0,0,0,0,0,0,0,0,,0,2,1,21,21.00,0,2,3.1,2.6,,84,
259,Chandler Harnish\HarnCh00,IND,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,71,
260,Jamie Harper\HarpJa01,TEN,RB,23,10,0,0,0,0,0,0,19,30,1.58,3,1,1,8,8.00,0,22,22.8,22.3,,91,
261,Graham Harrell\HarrGr00,GNB,QB,27,4,0,2,4,20,0,0,4,-3,-0.75,0,0,0,0,,0,-2,-0.5,-1.5,,85,
262,Clark Harris\HarrCl20,CIN,,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,132,
263,DuJuan Harris\HarrDu01,GNB,RB,24,4,2,0,0,0,0,0,34,157,4.62,2,2,2,17,8.50,0,29,34.4,30.4,,82,
264,Dwayne Harris\HarrDw00,DAL,WR,25,16,0,0,0,0,0,0,0,0,,0,31,17,222,13.06,1,30,56.2,44.7,,110,
265,Jerome Harrison\HarrJe00,DET,,29,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,164,
266,Brian Hartline\HartBr00,MIA,WR,26,16,15,0,0,0,0,0,0,0,,0,131,74,1083,14.64,1,112,190.3,149.3,,35,
267,Ben Hartsock\HartBe00,CAR,WR,32,15,5,0,0,0,0,0,0,0,,0,3,2,30,15.00,0,3,5.0,4.0,,183,
268,Percy Harvin\HarvPe00,MIN,WR,24,9,8,0,0,0,0,0,22,96,4.36,1,85,62,677,10.92,3,99,171.3,136.3,,43,
269,Matt Hasselbeck\HassMa00,TEN,QB,37,8,5,138,221,1367,7,5,13,38,2.92,0,0,0,0,,0,76,85.5,81.5,,36,
270,Stanley Havili\HaviSt00,PHI,RB,25,15,2,0,0,0,0,0,6,22,3.67,1,12,7,43,6.14,0,13,19.5,16.0,,113,
271,Andrew Hawkins\HawkAn00,CIN,WR,26,14,2,0,0,0,0,0,6,30,5.00,0,80,51,533,10.45,4,80,134.3,105.8,,61,
272,Lavelle Hawkins\HawkLa00,TEN,WR,26,7,1,0,0,0,0,0,0,0,,0,11,5,62,12.40,0,6,11.2,8.7,,164,
273,Todd Heap\HeapTo00,ARI,TE,32,2,1,0,0,0,0,0,0,0,,0,13,8,94,11.75,0,9,17.4,13.4,,63,
274,Cooper Helfet\HelfCo00,SEA,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,113,
275,Will Heller\HellWi00,DET,TE,31,16,5,0,0,0,0,0,0,0,,0,23,17,150,8.82,1,21,41.0,29.5,,53,
276,Roy Helu\HeluRo00,WAS,RB,24,3,0,0,0,0,0,0,2,2,1.00,0,7,7,45,6.43,0,5,11.7,8.2,,130,
277,Junior Hemingway\HemiJu00,KAN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,229,
278,Devery Henderson\HendDe00,NOR,WR,30,15,9,0,0,0,0,0,1,13,13.00,0,47,22,316,14.36,1,39,63.9,49.9,,100,
279,Chad Henne\HennCh01,JAX,QB,27,10,6,166,308,2084,11,11,19,64,3.37,1,0,1,-6,-6.00,0,113,130.2,124.7,,31,
280,Brad Herman\HermBr00,NWE,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,111,
281,Aaron Hernandez\HernAa00,NWE,TE,23,10,10,0,0,0,0,0,1,5,5.00,0,83,51,483,9.47,5,79,132.8,104.3,,16,
282,Dan Herron\HerrDa00,CIN,RB,23,3,0,0,0,0,0,0,4,5,1.25,0,1,0,0,,0,1,0.5,0.5,,154,
283,Devin Hester\HestDe99,CHI,WR,30,15,5,0,0,0,0,0,3,6,2.00,0,40,23,242,10.52,1,31,56.8,42.3,,109,
284,Jacob Hester\HestJa00,DEN,RB,27,3,0,0,0,0,0,0,17,81,4.76,2,1,1,7,7.00,0,21,21.8,21.3,,92,
285,Darrius Heyward-Bey\HeywDa00,OAK,WR,25,15,14,0,0,0,0,0,2,16,8.00,0,80,41,606,14.78,5,92,136.2,112.7,,49,
286,Michael Higgins\HiggMi00,NOR,TE,25,2,1,0,0,0,0,0,0,0,,0,1,1,-3,-3.00,0,,0.7,0.2,,137,
287,Jason Hill\HillJa00,NYJ,WR,27,4,0,0,0,0,0,0,0,0,,0,3,2,15,7.50,1,8,9.5,8.5,,157,
288,Shaun Hill\HillSh00,DET,QB,32,1,0,10,13,172,2,0,1,-1,-1.00,0,0,0,0,,0,15,14.8,14.8,,45,
289,Stephen Hill\HillSt00,NYJ,WR,21,11,8,0,0,0,0,0,0,0,,0,47,21,252,12.00,3,43,67.2,53.7,,92,
290,Lex Hilliard\HillLe00,2TM,RB,28,14,9,0,0,0,0,0,9,33,3.67,0,9,4,23,5.75,0,6,9.6,7.6,,128,
291,Peyton Hillis\HillPe00,KAN,RB,26,13,2,0,1,0,0,0,85,309,3.64,1,14,10,62,6.20,0,39,54.1,44.1,,70,
292,Ronnie Hillman\HillRo00,DEN,RB,21,14,0,0,0,0,0,0,85,330,3.88,1,12,10,62,6.20,0,43,57.2,48.2,,64,
293,T.Y. Hilton\HiltT.00,IND,WR,23,15,1,0,1,0,0,0,5,29,5.80,0,90,50,861,17.22,7,131,190.0,162.0,13,24,65
294,Domenik Hixon\HixoDo00,NYG,WR,28,13,3,0,0,0,0,0,0,0,,0,59,39,567,14.54,2,69,110.7,88.2,,64,
295,Trindon Holliday\HollTr00,2TM,WR,26,15,0,0,0,0,0,0,0,0,,0,2,2,17,8.50,0,,14.7,12.7,,261,
296,Andre Holmes\HolmAn00,DAL,WR,24,7,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,1,3.1,2.1,,194,
297,Santonio Holmes\HolmSa00,NYJ,WR,28,4,4,0,0,0,0,0,0,0,,0,41,20,272,13.60,1,31,55.2,41.2,,107,
298,Michael Hoomanawanui\HoomMi00,NWE,TE,24,14,6,0,0,0,0,0,0,0,,0,7,5,109,21.80,0,11,18.9,13.4,,60,
299,Rob Housler\HousRo01,ARI,TE,24,15,9,0,0,0,0,0,0,0,,0,68,45,417,9.27,0,42,89.7,64.2,,37,
300,Brian Hoyer\HoyeBr00,ARI,QB,27,2,1,30,53,330,1,2,1,6,6.00,0,0,0,0,,0,14,18.8,15.8,,46,
301,Robert Hughes\HughRo00,IND,RB,23,5,1,0,0,0,0,0,1,5,5.00,0,1,1,3,3.00,0,1,1.8,1.3,,149,
302,Kendall Hunter\HuntKe00,SFO,RB,24,11,0,0,0,0,0,0,72,371,5.15,2,12,9,60,6.67,0,53,66.1,57.6,,60,
303,Henry Hynoski\HynoHe01,NYG,RB,24,16,11,0,0,0,0,0,5,20,4.00,0,15,11,50,4.55,1,13,24.0,18.5,,112,
304,Emil Igwenagu\IgweEm00,PHI,,23,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,3,
305,Mark Ingram\IngrMa01,NOR,RB,23,16,5,0,0,0,0,0,156,602,3.86,5,10,6,29,4.83,0,93,102.1,96.1,,33,
306,Chris Ivory\IvorCh00,NOR,RB,24,6,2,0,0,0,0,0,40,217,5.43,2,3,2,15,7.50,0,35,40.2,36.2,,72,
307,Brandon Jackson\JackBr00,CLE,RB,27,2,0,0,0,0,0,0,8,54,6.75,0,4,2,20,10.00,0,7,9.4,8.4,,121,
308,DeSean Jackson\JackDe00,PHI,WR,26,11,11,0,0,0,0,0,3,-7,-2.33,0,87,45,700,15.56,2,81,129.3,103.8,,60,
309,Fred Jackson\JackFr02,BUF,RB,31,10,8,0,0,0,0,0,115,437,3.80,3,42,34,217,6.38,1,81,125.4,98.4,,40,
310,Jerrell Jackson\JackJe00,JAX,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,202,
311,Marcus Jackson\JackMa03,ATL,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,235,
312,Steven Jackson\JackSt00,STL,RB,29,16,16,0,0,0,0,0,258,1045,4.05,4,53,38,321,8.45,0,163,206.6,181.6,46,16,39
313,Vincent Jackson*\JackVi00,TAM,WR,29,16,16,0,0,0,0,0,0,0,,0,147,72,1384,19.22,8,188,263.4,224.4,70,6,21
314,Brandon Jacobs\JacoBr00,SFO,RB,30,2,0,0,0,0,0,0,5,7,1.40,0,0,0,0,,0,1,0.7,0.7,,152,
315,Javarris James\JameJa00,ARI,,25,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,178,
316,LaMichael James\JameLa00,SFO,RB,23,4,0,0,0,0,0,0,27,125,4.63,0,5,3,29,9.67,0,15,21.4,16.9,,104,
317,Lestar Jean\JeanLe01,HOU,WR,24,14,1,0,0,0,0,0,0,0,,0,12,6,151,25.17,1,21,30.1,24.1,,129,
318,Alshon Jeffery\JeffAl00,CHI,WR,22,10,6,0,0,0,0,0,0,0,,0,48,24,367,15.29,3,55,81.7,66.7,,78,
319,A.J. Jenkins\JenkA.00,SFO,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,251,
320,Michael Jenkins\JenkMi00,MIN,WR,30,16,8,0,0,0,0,0,0,0,,0,72,40,449,11.23,2,57,99.9,76.9,,75,
321,Brian Jennings\JennBr00,SFO,,36,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,117,
322,Greg Jennings\JennGr00,GNB,WR,29,8,5,0,0,0,0,0,0,0,,0,62,36,366,10.17,4,61,99.6,78.6,,74,
323,Rashad Jennings\JennRa00,JAX,RB,27,10,6,0,0,0,0,0,101,283,2.80,2,26,19,130,6.84,0,53,79.3,62.8,,59,
324,Jerrel Jernigan\JernJe00,NYG,WR,23,9,0,0,0,0,0,0,1,6,6.00,0,5,3,22,7.33,0,3,5.8,4.3,,184,
325,Andre Johnson*\JohnAn02,HOU,WR,31,16,16,0,0,0,0,0,0,0,,0,162,112,1598,14.27,4,186,298.8,239.8,67,7,22
326,Calvin Johnson*+\JohnCa00,DET,WR,27,16,16,0,0,0,0,0,0,0,,0,204,122,1964,16.10,5,220,348.4,281.4,102,1,7
327,Chris Johnson\JohnCh04,TEN,RB,27,16,15,0,0,0,0,0,276,1243,4.50,6,49,36,232,6.44,0,176,221.5,193.5,59,13,28
328,Damaris Johnson\JohnDa04,PHI,WR,23,14,1,0,0,0,0,0,3,12,4.00,0,31,19,256,13.47,0,23,52.8,38.3,,124,
329,Jeremiah Johnson\JohnJe01,DEN,,25,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,161,
330,Josh Johnson\JohnJo05,CLE,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,-2,-1.0,-2.0,,86,
331,Mike Johnson\JohnMi23,ATL,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,6,7.1,6.6,,73,
332,Quinn Johnson\JohnQu00,TEN,RB,26,16,8,0,0,0,0,0,4,5,1.25,0,8,5,40,8.00,0,5,9.5,7.0,,131,
333,Steve Johnson\JohnSt00,BUF,WR,26,16,16,0,0,0,0,0,0,0,,0,148,79,1046,13.24,6,139,221.6,178.1,20,21,59
334,Will Johnson\JohnWi00,PIT,RB,23,16,7,0,0,0,0,0,2,7,3.50,0,26,15,137,9.13,1,20,38.4,27.9,,93,
335,Dominique Jones\JoneDo01,IND,TE,25,4,1,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,1,1.8,1.3,,94,
336,Donald Jones\JoneDo00,BUF,WR,25,12,10,0,0,0,0,0,0,0,,0,67,41,443,10.80,4,68,112.3,88.8,,66,
337,Felix Jones\JoneFe00,DAL,RB,25,16,7,0,0,0,0,0,111,402,3.62,3,36,25,262,10.48,2,93,125.4,104.9,,34,
338,Greg Jones\JoneGr01,JAX,RB,31,12,4,0,0,0,0,0,5,8,1.60,0,14,11,64,5.82,0,7,18.2,12.7,,122,
339,Jacoby Jones*+\JoneJa03,BAL,WR,28,16,3,0,0,0,0,0,1,6,6.00,0,55,30,406,13.53,1,47,98.2,80.2,,87,
340,James Jones\JoneJa04,GNB,WR,28,16,16,0,0,0,0,0,0,0,,0,98,64,784,12.25,14,162,229.4,194.4,44,16,42
341,Julio Jones*\JoneJu02,ATL,WR,23,16,15,0,0,0,0,0,6,30,5.00,0,128,79,1198,15.16,10,183,264.8,222.3,64,9,25
342,Marvin Jones\JoneMa02,CIN,WR,22,11,5,0,0,0,0,0,3,47,15.67,0,32,18,201,11.17,1,31,51.8,39.8,,108,
343,Taiwan Jones\JoneTa00,OAK,RB,24,14,0,0,0,0,0,0,6,21,3.50,0,2,2,11,5.50,0,3,5.2,4.2,,136,
344,Maurice Jones-Drew\DrewMa00,JAX,RB,27,6,5,0,0,0,0,0,86,414,4.81,1,18,14,86,6.14,1,62,79.0,69.0,,51,
345,Colin Kaepernick\KaepCo00,SFO,QB,25,13,7,136,218,1814,10,3,63,415,6.59,5,0,0,0,,0,174,185.1,177.1,,25,
346,Jermaine Kearse\KearJe01,SEA,WR,22,7,1,0,0,0,0,0,0,0,,0,7,3,31,10.33,0,3,6.1,4.6,,181,
347,Case Keenum\KeenCa00,HOU,,24,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,81,
348,Dustin Keller\KellDu00,NYJ,TE,28,8,5,0,0,0,0,0,0,0,,0,36,28,317,11.32,2,44,74.7,57.7,,36,
349,Lance Kendricks\KendLa00,STL,TE,24,16,14,0,0,0,0,0,0,0,,0,64,42,519,12.36,4,78,122.9,98.9,,18,
350,Jeremy Kerley\KerlJe00,NYJ,WR,24,16,7,1,1,42,0,0,5,8,1.60,0,95,56,827,14.77,2,91,159.2,125.2,,50,
351,Jeff King\KingJe00,ARI,TE,29,16,12,0,0,0,0,0,0,0,,0,29,17,129,7.59,0,13,32.9,21.4,,55,
352,Kevin Kolb\KolbKe00,ARI,QB,28,6,5,109,183,1169,8,3,16,100,6.25,1,0,0,0,,0,85,95.8,87.8,,34,
353,John Kuhn\KuhnJo00,GNB,RB,30,14,3,0,0,0,0,0,23,63,2.74,1,18,15,148,9.87,0,27,45.1,34.6,,86,
354,Brandon LaFell\LaFeBr00,CAR,WR,26,14,12,0,0,0,0,0,3,35,11.67,0,76,44,677,15.39,4,95,142.2,117.2,,48,
355,Jorvorskie Lane\LaneJo00,MIA,RB,25,16,5,0,0,0,0,0,13,13,1.00,2,12,11,79,7.18,1,27,39.2,32.7,,85,
356,Mike Leach\LeacMi00,ARI,,36,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,136,
357,Vonta Leach*+\LeacVo00,BAL,RB,31,16,13,0,0,0,0,0,9,32,3.56,1,24,21,143,6.81,0,24,47.5,34.0,,90,
358,Byron Leftwich\LeftBy00,PIT,QB,32,2,1,25,53,272,0,1,1,31,31.00,1,0,0,0,,0,18,19.0,19.0,,42,
359,Matt Leinart\LeinMa00,OAK,QB,29,2,0,16,33,115,0,1,0,0,,0,0,0,0,,0,3,3.6,3.6,,54,
360,Brian Leonard\LeonBr00,CIN,RB,28,15,0,0,0,0,0,0,33,106,3.21,0,15,11,67,6.09,0,17,31.3,22.8,,100,
361,Mikel Leshoure\LeshMi00,DET,RB,22,14,14,0,0,0,0,0,215,798,3.71,9,49,34,214,6.29,0,149,192.2,166.2,33,20,49
362,Dion Lewis\LewiDi00,PHI,RB,22,9,0,0,0,0,0,0,13,69,5.31,1,2,2,24,12.00,0,15,17.3,16.3,,106,
363,Marcedes Lewis\LewiMa00,JAX,TE,28,16,15,0,0,0,0,0,0,0,,0,77,52,540,10.38,4,78,133.0,104.0,,17,
364,Thaddeus Lewis\LewiTh01,CLE,QB,27,1,1,22,32,204,1,1,1,3,3.00,0,0,0,0,,0,10,11.5,11.5,,49,
365,Ryan Lindley\LindRy00,ARI,QB,23,6,4,89,171,752,0,7,4,7,1.75,0,0,0,0,,0,13,24.8,19.8,,47,
366,Greg Little\LittGr00,CLE,WR,23,16,16,0,0,0,0,0,2,15,7.50,0,94,53,647,12.21,4,90,146.2,116.7,,52,
367,Brandon Lloyd\LloyBr00,NWE,WR,31,16,15,0,0,0,0,0,0,0,,0,131,74,911,12.31,4,115,198.1,158.1,,34,
368,Jake Locker\LockJa00,TEN,QB,24,11,11,177,314,2176,10,11,41,291,7.10,1,1,0,0,,0,132,153.1,143.1,,28,
369,Ricardo Lockette\LockRi00,SFO,,26,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,224,
370,Stefan Logan\LogaSt00,DET,RB,31,16,0,0,0,0,0,0,3,17,5.67,0,7,6,28,4.67,0,1,8.5,3.5,,156,
371,Lance Long\LongLa00,DET,,27,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,226,
372,Erik Lorig\LoriEr99,TAM,RB,26,16,7,0,0,0,0,0,0,0,,0,19,12,83,6.92,1,14,26.3,20.3,,108,
373,Andrew Luck*\LuckAn00,IND,QB,23,16,16,339,627,4374,23,18,62,255,4.11,5,0,0,0,,0,276,305.5,294.5,26,10,54
374,Kregg Lumpkin\LumpKr00,NYG,RB,28,5,0,0,0,0,0,0,9,42,4.67,0,2,0,0,,0,2,3.2,2.2,,139,
375,Marshawn Lynch*+\LyncMa00,SEA,RB,26,16,15,0,0,0,0,0,315,1590,5.05,11,30,23,196,8.52,1,247,277.6,258.1,130,4,4
376,Elbert Mack\MackEl20,NOR,,26,7,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,206,
377,Jeremy Maclin\MaclJe00,PHI,WR,24,15,15,0,0,0,0,0,0,0,,0,122,69,857,12.42,7,126,198.7,160.2,7,27,71
378,Jeff Maehl\MaehJe00,HOU,,23,,,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,211,
379,Ryan Mallett\MallRy00,NWE,QB,24,4,0,1,4,17,0,1,8,-9,-1.13,0,0,0,0,,0,-2,-1.2,-1.2,,87,
380,Steve Maneri\ManeSt00,KAN,TE,24,13,8,0,0,0,0,0,0,0,,0,12,5,51,10.20,0,5,10.1,7.6,,76,
381,Eli Manning*\MannEl00,NYG,QB,31,16,16,321,536,3948,26,15,20,30,1.50,0,0,0,0,,0,233,251.9,247.9,,15,
382,Peyton Manning*+\MannPe00,DEN,QB,36,16,16,400,583,4659,37,11,23,6,0.26,0,0,0,0,,0,311,327.0,322.0,60,6,27
383,Mario Manningham\MannMa01,SFO,WR,26,12,10,0,0,0,0,0,3,64,21.33,0,57,42,449,10.69,1,55,101.3,76.3,,77,
384,Owen Marecic\MareOw00,CLE,,24,10,2,0,0,0,0,0,0,0,,0,5,0,0,,0,,,,,2,
385,Brandon Marshall*+\MarsBr00,CHI,WR,28,16,16,0,0,0,0,0,1,-2,-2.00,0,192,118,1508,12.78,11,217,337.6,275.6,98,2,8
386,Charly Martin\MartCh00,SEA,WR,28,4,1,0,0,0,0,0,0,0,,0,6,4,42,10.50,0,4,8.2,6.2,,175,
387,Doug Martin*\MartDo00,TAM,RB,23,16,16,0,0,0,0,0,319,1454,4.56,11,70,49,472,9.63,1,263,318.6,287.1,146,2,2
